order_no,time_type,order_state,receive_type,approve_date,created_at,driver_id,delivery_date,latest_delivery_date,accept_date,pickup_date,pass_date,local_area_flag
GY651J,1,4,2,2022/12/4 12:39,2022/12/4 12:38,41289,2022/12/4 13:16,2022/12/4 13:46,2022/12/4 12:48,2022/12/4 12:55,2022/12/4 13:14,0
XD186V,1,4,2,2022/12/4 12:39,2022/12/4 12:38,815,2022/12/4 13:36,2022/12/4 14:06,2022/12/4 12:46,2022/12/4 12:54,2022/12/4 13:07,0
TC347T,1,4,2,2022/12/4 12:40,2022/12/4 12:38,61821,2022/12/4 13:09,2022/12/4 13:39,2022/12/4 12:49,2022/12/4 13:01,2022/12/4 13:13,0
VE654M,1,4,2,2022/12/4 12:39,2022/12/4 12:38,68085,2022/12/4 13:01,2022/12/4 13:31,2022/12/4 12:54,2022/12/4 13:13,2022/12/4 13:20,0
RN705P,1,4,2,2022/12/4 12:38,2022/12/4 12:38,50817,2022/12/4 13:26,2022/12/4 13:56,2022/12/4 12:42,2022/12/4 12:56,2022/12/4 13:09,1
NL410H,1,4,2,2022/12/4 12:47,2022/12/4 12:38,64340,2022/12/4 13:26,2022/12/4 13:56,2022/12/4 12:47,2022/12/4 12:53,2022/12/4 13:07,0
JZ283D,1,4,2,2022/12/4 12:43,2022/12/4 12:38,76232,2022/12/4 13:21,2022/12/4 13:51,2022/12/4 12:48,2022/12/4 13:00,2022/12/4 13:04,0
PI109C,1,4,2,2022/12/4 12:51,2022/12/4 12:38,26198,2022/12/4 13:36,2022/12/4 14:06,2022/12/4 12:51,2022/12/4 12:57,2022/12/4 13:13,0
JH076O,1,4,2,2022/12/4 12:39,2022/12/4 12:38,34640,2022/12/4 13:11,2022/12/4 13:41,2022/12/4 13:18,2022/12/4 13:30,2022/12/4 13:39,0
ZK182U,1,4,2,2022/12/4 12:42,2022/12/4 12:38,61907,2022/12/4 13:21,2022/12/4 13:51,2022/12/4 12:45,2022/12/4 13:00,2022/12/4 13:24,0
RS806X,1,4,2,2022/12/4 12:39,2022/12/4 12:38,67827,2022/12/4 13:09,2022/12/4 13:39,2022/12/4 12:47,2022/12/4 12:56,2022/12/4 13:12,0
DS502N,1,4,2,2022/12/4 12:39,2022/12/4 12:38,24956,2022/12/4 13:21,2022/12/4 13:51,2022/12/4 12:58,2022/12/4 13:19,2022/12/4 13:34,0
PC719V,1,91,2,2022/12/4 12:39,2022/12/4 12:38,0,2022/12/4 13:11,2022/12/4 13:41,,,,1
CZ579K,1,4,2,2022/12/4 12:39,2022/12/4 12:38,69458,2022/12/4 13:14,2022/12/4 13:44,2022/12/4 12:50,2022/12/4 12:54,2022/12/4 13:03,0
MI234C,1,4,2,2022/12/4 12:39,2022/12/4 12:38,23375,2022/12/4 13:19,2022/12/4 13:49,2022/12/4 12:39,2022/12/4 12:52,2022/12/4 13:19,1
VY402Q,1,4,2,2022/12/4 12:39,2022/12/4 12:38,74854,2022/12/4 13:06,2022/12/4 13:36,2022/12/4 12:50,2022/12/4 13:04,2022/12/4 13:19,0
CK987E,1,4,2,2022/12/4 12:39,2022/12/4 12:39,46461,2022/12/4 13:01,2022/12/4 13:31,2022/12/4 12:41,2022/12/4 12:48,2022/12/4 13:01,0
TG513B,1,4,2,2022/12/4 12:39,2022/12/4 12:39,61260,2022/12/4 13:07,2022/12/4 13:37,2022/12/4 12:51,2022/12/4 13:01,2022/12/4 13:10,0
PW648X,1,91,2,2022/12/4 12:39,2022/12/4 12:39,0,2022/12/4 13:07,2022/12/4 13:37,,,,1
TH396F,1,4,2,2022/12/4 12:39,2022/12/4 12:39,60546,2022/12/4 13:17,2022/12/4 13:47,2022/12/4 12:43,2022/12/4 12:55,2022/12/4 13:12,0
UX796C,1,4,2,2022/12/4 12:41,2022/12/4 12:39,27800,2022/12/4 13:02,2022/12/4 13:32,2022/12/4 13:04,2022/12/4 13:14,2022/12/4 13:19,0
JW782C,1,91,2,2022/12/4 12:41,2022/12/4 12:39,0,2022/12/4 13:07,2022/12/4 13:37,,,,1
GK081N,1,4,2,2022/12/4 12:39,2022/12/4 12:39,74085,2022/12/4 13:02,2022/12/4 13:32,2022/12/4 12:56,2022/12/4 13:05,2022/12/4 13:17,0
MW726F,1,3,2,,2022/12/4 12:39,0,2022/12/4 13:12,2022/12/4 13:42,,,,0
XA081X,1,4,2,2022/12/4 12:39,2022/12/4 12:39,306,2022/12/4 12:57,2022/12/4 13:27,2022/12/4 12:52,2022/12/4 13:02,2022/12/4 13:07,0
JC356K,1,4,2,2022/12/4 12:40,2022/12/4 12:39,37853,2022/12/4 13:00,2022/12/4 13:30,2022/12/4 12:41,2022/12/4 12:58,2022/12/4 13:06,0
KZ071W,1,4,2,2022/12/4 12:48,2022/12/4 12:39,32718,2022/12/4 13:42,2022/12/4 14:12,2022/12/4 12:51,2022/12/4 13:02,2022/12/4 13:19,0
LK952U,1,4,2,2022/12/4 12:40,2022/12/4 12:39,46676,2022/12/4 13:04,2022/12/4 13:34,2022/12/4 13:00,2022/12/4 13:03,2022/12/4 13:05,0
SJ136S,1,4,2,2022/12/4 12:41,2022/12/4 12:39,42052,2022/12/4 13:37,2022/12/4 14:07,2022/12/4 13:29,2022/12/4 13:41,2022/12/4 13:59,0
PS025C,1,4,2,2022/12/4 12:40,2022/12/4 12:39,20267,2022/12/4 13:05,2022/12/4 13:35,2022/12/4 12:59,2022/12/4 13:03,2022/12/4 13:12,0
UI128V,1,7,2,2022/12/4 13:01,2022/12/4 12:39,77798,2022/12/4 13:42,2022/12/4 14:12,2022/12/4 13:03,2022/12/4 13:13,2022/12/4 13:26,0
GB415T,1,4,2,2022/12/4 12:39,2022/12/4 12:39,23048,2022/12/4 13:12,2022/12/4 13:42,2022/12/4 12:54,2022/12/4 13:00,2022/12/4 13:06,0
HM467N,1,7,2,2022/12/4 12:39,2022/12/4 12:39,76698,2022/12/4 13:22,2022/12/4 13:52,2022/12/4 13:18,2022/12/4 13:39,2022/12/4 13:58,0
VN147G,1,4,2,2022/12/4 12:40,2022/12/4 12:39,2689,2022/12/4 13:12,2022/12/4 13:42,2022/12/4 12:49,2022/12/4 13:10,2022/12/4 13:27,0
ZH840R,1,4,2,2022/12/4 12:40,2022/12/4 12:39,27378,2022/12/4 13:28,2022/12/4 13:58,2022/12/4 13:29,2022/12/4 13:40,2022/12/4 13:57,0
YN402D,1,4,2,2022/12/4 12:40,2022/12/4 12:39,35291,2022/12/4 13:34,2022/12/4 14:04,2022/12/4 13:06,2022/12/4 13:17,2022/12/4 13:32,0
OQ806F,1,4,2,2022/12/4 12:39,2022/12/4 12:39,64977,2022/12/4 13:27,2022/12/4 13:57,2022/12/4 12:59,2022/12/4 13:07,2022/12/4 13:29,0
NI149W,1,4,2,2022/12/4 12:40,2022/12/4 12:39,71385,2022/12/4 13:12,2022/12/4 13:42,2022/12/4 12:49,2022/12/4 12:57,2022/12/4 13:06,0
IF481Z,1,4,2,2022/12/4 12:40,2022/12/4 12:39,59768,2022/12/4 13:17,2022/12/4 13:47,2022/12/4 12:48,2022/12/4 12:51,2022/12/4 13:06,0
OH712F,1,3,2,,2022/12/4 12:39,0,2022/12/4 13:17,2022/12/4 13:47,,,,0
CS309B,1,4,2,2022/12/4 12:40,2022/12/4 12:39,12911,2022/12/4 13:17,2022/12/4 13:47,2022/12/4 13:03,2022/12/4 13:21,2022/12/4 13:36,0
QL980O,1,4,2,2022/12/4 12:40,2022/12/4 12:39,799,2022/12/4 13:02,2022/12/4 13:32,2022/12/4 13:03,2022/12/4 13:20,2022/12/4 13:31,0
GN476G,1,4,2,2022/12/4 12:40,2022/12/4 12:39,22340,2022/12/4 13:25,2022/12/4 13:55,2022/12/4 12:47,2022/12/4 12:56,2022/12/4 13:24,0
ZQ728H,1,4,2,2022/12/4 12:49,2022/12/4 12:39,65230,2022/12/4 13:42,2022/12/4 14:12,2022/12/4 12:50,2022/12/4 12:56,2022/12/4 13:09,0
YG980O,1,4,2,2022/12/4 12:40,2022/12/4 12:39,30640,2022/12/4 13:07,2022/12/4 13:37,2022/12/4 12:49,2022/12/4 13:01,2022/12/4 13:12,0
FR802R,1,4,2,2022/12/4 12:40,2022/12/4 12:39,66857,2022/12/4 13:10,2022/12/4 13:40,2022/12/4 12:47,2022/12/4 12:56,2022/12/4 13:09,0
TM923T,1,4,2,2022/12/4 12:40,2022/12/4 12:40,69670,2022/12/4 13:08,2022/12/4 13:38,2022/12/4 12:52,2022/12/4 13:05,2022/12/4 13:21,0
NS829C,1,7,2,2022/12/4 12:44,2022/12/4 12:40,3176,2022/12/4 13:34,2022/12/4 14:04,2022/12/4 13:12,2022/12/4 13:26,2022/12/4 13:35,0
ZJ018R,1,4,2,2022/12/4 12:40,2022/12/4 12:40,70150,2022/12/4 13:10,2022/12/4 13:40,2022/12/4 12:57,2022/12/4 13:01,2022/12/4 13:08,0
JU412B,1,4,2,2022/12/4 12:40,2022/12/4 12:40,46019,2022/12/4 13:08,2022/12/4 13:38,2022/12/4 12:44,2022/12/4 12:54,2022/12/4 13:05,0
MU678R,1,4,2,2022/12/4 12:40,2022/12/4 12:40,38463,2022/12/4 13:08,2022/12/4 13:38,2022/12/4 12:53,2022/12/4 13:01,2022/12/4 13:07,0
IX524Z,1,4,2,2022/12/4 12:40,2022/12/4 12:40,64515,2022/12/4 13:06,2022/12/4 13:36,2022/12/4 12:52,2022/12/4 13:11,2022/12/4 13:15,0
HE526P,1,4,2,2022/12/4 12:40,2022/12/4 12:40,24434,2022/12/4 13:13,2022/12/4 13:43,2022/12/4 12:46,2022/12/4 12:51,2022/12/4 13:06,0
NL856G,1,4,2,2022/12/4 12:51,2022/12/4 12:40,14465,2022/12/4 13:38,2022/12/4 14:08,2022/12/4 13:03,2022/12/4 13:21,2022/12/4 13:48,0
FP142Z,1,4,2,2022/12/4 12:40,2022/12/4 12:40,60621,2022/12/4 13:08,2022/12/4 13:38,2022/12/4 12:46,2022/12/4 12:57,2022/12/4 13:04,0
YX029A,1,4,2,2022/12/4 12:40,2022/12/4 12:40,71245,2022/12/4 13:08,2022/12/4 13:38,2022/12/4 12:48,2022/12/4 13:07,2022/12/4 13:19,0
EN104E,1,4,2,2022/12/4 12:40,2022/12/4 12:40,26767,2022/12/4 13:08,2022/12/4 13:38,2022/12/4 12:45,2022/12/4 12:59,2022/12/4 13:14,0
GH876E,1,4,2,2022/12/4 12:40,2022/12/4 12:40,63922,2022/12/4 13:13,2022/12/4 13:43,2022/12/4 12:51,2022/12/4 13:03,2022/12/4 13:13,0
PX861L,1,4,2,2022/12/4 12:40,2022/12/4 12:40,29246,2022/12/4 13:01,2022/12/4 13:31,2022/12/4 12:42,2022/12/4 13:01,2022/12/4 13:09,0
QK416S,1,4,2,2022/12/4 12:40,2022/12/4 12:40,16677,2022/12/4 13:03,2022/12/4 13:33,2022/12/4 12:43,2022/12/4 12:56,2022/12/4 13:01,0
QP870Z,1,4,2,2022/12/4 12:40,2022/12/4 12:40,70348,2022/12/4 13:08,2022/12/4 13:38,2022/12/4 12:56,2022/12/4 13:16,2022/12/4 13:29,0
KV734Q,1,4,2,2022/12/4 12:41,2022/12/4 12:40,20768,2022/12/4 13:13,2022/12/4 13:43,2022/12/4 12:59,2022/12/4 13:09,2022/12/4 13:16,0
FZ719Y,1,4,2,2022/12/4 12:40,2022/12/4 12:40,3831,2022/12/4 14:05,2022/12/4 14:35,2022/12/4 13:33,2022/12/4 13:43,2022/12/4 13:54,0
UJ798V,1,4,2,2022/12/4 12:40,2022/12/4 12:40,23329,2022/12/4 13:03,2022/12/4 13:33,2022/12/4 12:45,2022/12/4 12:47,2022/12/4 12:53,0
PT165R,1,4,2,2022/12/4 12:41,2022/12/4 12:40,60547,2022/12/4 13:03,2022/12/4 13:33,2022/12/4 12:45,2022/12/4 13:01,2022/12/4 13:08,0
FO543C,1,4,2,2022/12/4 12:56,2022/12/4 12:40,12258,2022/12/4 13:43,2022/12/4 14:13,2022/12/4 12:58,2022/12/4 13:12,2022/12/4 13:35,0
YK216E,1,4,2,2022/12/4 12:40,2022/12/4 12:40,29031,2022/12/4 13:28,2022/12/4 13:58,2022/12/4 12:55,2022/12/4 13:03,2022/12/4 13:27,0
MF059R,1,4,2,2022/12/4 12:42,2022/12/4 12:40,57983,2022/12/4 13:08,2022/12/4 13:38,2022/12/4 13:14,2022/12/4 13:25,2022/12/4 13:37,0
JZ836N,1,4,2,2022/12/4 12:46,2022/12/4 12:40,37525,2022/12/4 13:43,2022/12/4 14:13,2022/12/4 12:48,2022/12/4 12:57,2022/12/4 13:22,0
SK413B,1,4,2,2022/12/4 12:41,2022/12/4 12:40,3759,2022/12/4 13:12,2022/12/4 13:42,2022/12/4 12:56,2022/12/4 13:11,2022/12/4 13:23,0
GW487D,1,4,2,2022/12/4 12:41,2022/12/4 12:40,46288,2022/12/4 13:38,2022/12/4 14:08,2022/12/4 12:58,2022/12/4 13:05,2022/12/4 13:27,0
ON658A,1,4,2,2022/12/4 12:42,2022/12/4 12:40,45360,2022/12/4 13:38,2022/12/4 14:08,2022/12/4 13:05,2022/12/4 13:25,2022/12/4 13:46,0
RA582Y,1,4,2,2022/12/4 12:41,2022/12/4 12:40,30044,2022/12/4 13:18,2022/12/4 13:48,2022/12/4 12:50,2022/12/4 12:58,2022/12/4 13:12,0
OJ810A,1,4,2,2022/12/4 12:41,2022/12/4 12:40,60844,2022/12/4 13:28,2022/12/4 13:58,2022/12/4 12:50,2022/12/4 13:00,2022/12/4 13:28,0
ZP247P,1,4,2,2022/12/4 12:42,2022/12/4 12:40,74984,2022/12/4 13:33,2022/12/4 14:03,2022/12/4 13:01,2022/12/4 13:14,2022/12/4 13:40,0
XA803X,1,4,2,2022/12/4 12:40,2022/12/4 12:40,13458,2022/12/4 13:18,2022/12/4 13:48,2022/12/4 12:46,2022/12/4 13:04,2022/12/4 13:32,0
TS647Q,1,4,2,2022/12/4 12:41,2022/12/4 12:40,30036,2022/12/4 13:28,2022/12/4 13:58,2022/12/4 12:53,2022/12/4 13:00,2022/12/4 13:23,0
XM170E,1,4,2,2022/12/4 12:41,2022/12/4 12:41,63477,2022/12/4 13:45,2022/12/4 14:15,2022/12/4 13:27,2022/12/4 13:33,2022/12/4 13:38,0
GB324F,1,4,2,2022/12/4 12:41,2022/12/4 12:41,49355,2022/12/4 13:08,2022/12/4 13:38,2022/12/4 12:53,2022/12/4 13:01,2022/12/4 13:18,0
UQ428Y,1,4,2,2022/12/4 12:41,2022/12/4 12:41,18447,2022/12/4 13:19,2022/12/4 13:49,2022/12/4 12:50,2022/12/4 12:53,2022/12/4 13:04,0
ZL895Z,1,4,2,2022/12/4 12:42,2022/12/4 12:41,69341,2022/12/4 13:09,2022/12/4 13:39,2022/12/4 12:51,2022/12/4 12:58,2022/12/4 13:08,0
TB562J,1,4,2,2022/12/4 12:41,2022/12/4 12:41,67350,2022/12/4 13:34,2022/12/4 14:04,2022/12/4 13:09,2022/12/4 13:18,2022/12/4 13:43,0
KC143H,1,4,2,2022/12/4 12:42,2022/12/4 12:41,71903,2022/12/4 13:14,2022/12/4 13:44,2022/12/4 13:21,2022/12/4 13:36,2022/12/4 13:53,0
XK178F,1,91,2,2022/12/4 12:43,2022/12/4 12:41,0,2022/12/4 13:09,2022/12/4 13:39,,,,1
YT623R,1,4,2,2022/12/4 12:41,2022/12/4 12:41,50415,2022/12/4 13:19,2022/12/4 13:49,2022/12/4 12:48,2022/12/4 13:01,2022/12/4 13:25,0
KR548T,1,4,2,2022/12/4 12:42,2022/12/4 12:41,56172,2022/12/4 13:09,2022/12/4 13:39,2022/12/4 12:51,2022/12/4 13:04,2022/12/4 13:11,0
WX056J,1,4,2,2022/12/4 12:43,2022/12/4 12:41,19091,2022/12/4 13:14,2022/12/4 13:44,2022/12/4 12:52,2022/12/4 13:01,2022/12/4 13:17,0
BY796K,1,4,2,2022/12/4 12:41,2022/12/4 12:41,72421,2022/12/4 13:02,2022/12/4 13:32,2022/12/4 12:50,2022/12/4 13:01,2022/12/4 13:10,0
YC084Q,1,4,2,2022/12/4 12:44,2022/12/4 12:41,37835,2022/12/4 13:13,2022/12/4 13:43,2022/12/4 13:26,2022/12/4 13:36,2022/12/4 13:45,0
WR173R,1,4,2,2022/12/4 12:41,2022/12/4 12:41,68084,2022/12/4 13:14,2022/12/4 13:44,2022/12/4 12:56,2022/12/4 12:59,2022/12/4 13:13,0
QY219L,1,3,2,,2022/12/4 12:41,0,2022/12/4 13:09,2022/12/4 13:39,,,,0
JF172S,1,4,2,2022/12/4 12:41,2022/12/4 12:41,73092,2022/12/4 13:09,2022/12/4 13:39,2022/12/4 12:51,2022/12/4 12:59,2022/12/4 13:05,0
TU751Q,1,4,2,2022/12/4 12:51,2022/12/4 12:41,1382,2022/12/4 13:24,2022/12/4 13:54,2022/12/4 12:51,2022/12/4 12:56,2022/12/4 13:04,0
EX689V,1,4,2,2022/12/4 12:41,2022/12/4 12:41,44684,2022/12/4 13:16,2022/12/4 13:46,2022/12/4 12:42,2022/12/4 12:52,2022/12/4 13:09,0
JR028H,1,4,2,2022/12/4 12:41,2022/12/4 12:41,36034,2022/12/4 13:29,2022/12/4 13:59,2022/12/4 12:48,2022/12/4 13:02,2022/12/4 13:34,0
DX169M,1,4,2,2022/12/4 12:41,2022/12/4 12:41,67209,2022/12/4 13:09,2022/12/4 13:39,2022/12/4 12:48,2022/12/4 12:55,2022/12/4 13:06,0
AU156G,1,4,2,2022/12/4 12:42,2022/12/4 12:41,8059,2022/12/4 13:29,2022/12/4 13:59,2022/12/4 12:45,2022/12/4 12:57,2022/12/4 13:36,0
QZ098I,1,7,2,2022/12/4 13:02,2022/12/4 12:41,24265,2022/12/4 13:49,2022/12/4 14:19,2022/12/4 13:12,2022/12/4 13:15,2022/12/4 13:29,0
JU829A,1,4,2,2022/12/4 12:41,2022/12/4 12:41,3996,2022/12/4 13:34,2022/12/4 14:04,2022/12/4 12:55,2022/12/4 13:05,2022/12/4 13:16,0
FY427R,1,4,2,2022/12/4 12:41,2022/12/4 12:41,23757,2022/12/4 13:22,2022/12/4 13:52,2022/12/4 12:49,2022/12/4 12:59,2022/12/4 13:19,0
DA432S,1,4,2,2022/12/4 12:57,2022/12/4 12:41,39374,2022/12/4 13:04,2022/12/4 13:34,2022/12/4 12:57,2022/12/4 13:01,2022/12/4 13:11,0
ZK436A,1,4,2,2022/12/4 12:41,2022/12/4 12:41,50383,2022/12/4 13:04,2022/12/4 13:34,2022/12/4 12:50,2022/12/4 12:55,2022/12/4 13:02,0
ND675V,1,4,2,2022/12/4 12:41,2022/12/4 12:41,23006,2022/12/4 13:39,2022/12/4 14:09,2022/12/4 13:10,2022/12/4 13:29,2022/12/4 13:44,0
GV621V,1,4,2,2022/12/4 12:43,2022/12/4 12:41,67660,2022/12/4 13:38,2022/12/4 14:08,2022/12/4 13:17,2022/12/4 13:29,2022/12/4 13:41,0
UZ135M,1,4,2,2022/12/4 12:42,2022/12/4 12:41,4266,2022/12/4 13:15,2022/12/4 13:45,2022/12/4 13:06,2022/12/4 13:13,2022/12/4 13:20,0
EC982O,1,4,2,2022/12/4 12:43,2022/12/4 12:41,10921,2022/12/4 13:13,2022/12/4 13:43,2022/12/4 13:04,2022/12/4 13:11,2022/12/4 13:18,0
VG571Y,1,4,2,2022/12/4 12:44,2022/12/4 12:41,49830,2022/12/4 13:04,2022/12/4 13:34,2022/12/4 12:50,2022/12/4 12:53,2022/12/4 13:01,0
UC365D,1,4,2,2022/12/4 12:42,2022/12/4 12:41,3823,2022/12/4 13:39,2022/12/4 14:09,2022/12/4 12:52,2022/12/4 12:57,2022/12/4 13:07,0
HX801Q,1,4,2,2022/12/4 12:42,2022/12/4 12:41,70286,2022/12/4 13:14,2022/12/4 13:44,2022/12/4 13:02,2022/12/4 13:11,2022/12/4 13:21,0
EG289Q,1,4,2,2022/12/4 12:42,2022/12/4 12:41,65380,2022/12/4 13:11,2022/12/4 13:41,2022/12/4 12:47,2022/12/4 12:57,2022/12/4 13:09,0
VB076A,1,4,2,2022/12/4 12:42,2022/12/4 12:41,60924,2022/12/4 13:14,2022/12/4 13:44,2022/12/4 12:58,2022/12/4 13:11,2022/12/4 13:21,0
TF704X,1,4,2,2022/12/4 12:42,2022/12/4 12:41,69173,2022/12/4 13:04,2022/12/4 13:34,2022/12/4 12:48,2022/12/4 12:58,2022/12/4 13:02,0
OR390M,1,4,2,2022/12/4 12:48,2022/12/4 12:42,66462,2022/12/4 13:20,2022/12/4 13:50,2022/12/4 12:51,2022/12/4 13:00,2022/12/4 13:10,0
QZ739Y,1,4,2,2022/12/4 12:42,2022/12/4 12:42,27590,2022/12/4 13:07,2022/12/4 13:37,2022/12/4 12:47,2022/12/4 12:52,2022/12/4 12:55,0
EN845L,1,4,2,2022/12/4 12:42,2022/12/4 12:42,71561,2022/12/4 13:25,2022/12/4 13:55,2022/12/4 12:42,2022/12/4 13:10,2022/12/4 13:18,1
LH680V,1,4,2,2022/12/4 12:42,2022/12/4 12:42,9425,2022/12/4 13:05,2022/12/4 13:35,2022/12/4 12:55,2022/12/4 13:05,2022/12/4 13:13,0
YZ592N,1,4,2,2022/12/4 12:42,2022/12/4 12:42,57552,2022/12/4 13:05,2022/12/4 13:35,2022/12/4 12:42,2022/12/4 12:55,2022/12/4 13:03,1
EV364G,1,4,2,2022/12/4 12:42,2022/12/4 12:42,34056,2022/12/4 13:30,2022/12/4 14:00,2022/12/4 12:53,2022/12/4 13:05,2022/12/4 13:28,0
RF419J,1,4,2,2022/12/4 12:55,2022/12/4 12:42,58993,2022/12/4 13:25,2022/12/4 13:55,2022/12/4 12:57,2022/12/4 13:08,2022/12/4 13:21,0
CU529Y,1,4,2,2022/12/4 12:42,2022/12/4 12:42,26082,2022/12/4 13:30,2022/12/4 14:00,2022/12/4 12:48,2022/12/4 12:58,2022/12/4 13:19,0
YS148P,1,4,2,2022/12/4 12:42,2022/12/4 12:42,3108,2022/12/4 13:25,2022/12/4 13:55,2022/12/4 12:49,2022/12/4 13:04,2022/12/4 13:21,0
CD305Y,1,4,2,2022/12/4 12:42,2022/12/4 12:42,61548,2022/12/4 13:30,2022/12/4 14:00,2022/12/4 12:57,2022/12/4 13:09,2022/12/4 13:38,0
NJ674G,1,4,2,2022/12/4 12:42,2022/12/4 12:42,38913,2022/12/4 13:05,2022/12/4 13:35,2022/12/4 12:46,2022/12/4 12:58,2022/12/4 13:05,0
WV813N,1,4,2,2022/12/4 12:42,2022/12/4 12:42,21231,2022/12/4 13:25,2022/12/4 13:55,2022/12/4 12:56,2022/12/4 13:01,2022/12/4 13:09,0
GO348Y,1,4,2,2022/12/4 12:43,2022/12/4 12:42,58071,2022/12/4 13:10,2022/12/4 13:40,2022/12/4 13:21,2022/12/4 13:30,2022/12/4 13:37,0
PT938L,1,4,2,2022/12/4 12:42,2022/12/4 12:42,53020,2022/12/4 13:03,2022/12/4 13:33,2022/12/4 12:50,2022/12/4 12:58,2022/12/4 13:09,0
ID910M,1,4,2,2022/12/4 12:42,2022/12/4 12:42,70202,2022/12/4 13:15,2022/12/4 13:45,2022/12/4 13:07,2022/12/4 13:15,2022/12/4 13:23,0
AO615R,1,4,2,2022/12/4 12:42,2022/12/4 12:42,3342,2022/12/4 13:05,2022/12/4 13:35,2022/12/4 12:47,2022/12/4 12:55,2022/12/4 13:01,0
LT814K,1,4,2,2022/12/4 12:43,2022/12/4 12:42,23982,2022/12/4 13:05,2022/12/4 13:35,2022/12/4 12:47,2022/12/4 12:51,2022/12/4 13:00,0
WH085E,1,4,2,2022/12/4 12:46,2022/12/4 12:42,32123,2022/12/4 13:10,2022/12/4 13:40,2022/12/4 12:47,2022/12/4 12:59,2022/12/4 13:08,0
IQ481Z,1,4,2,2022/12/4 12:47,2022/12/4 12:42,57972,2022/12/4 13:15,2022/12/4 13:45,2022/12/4 13:01,2022/12/4 13:05,2022/12/4 13:18,0
QX195M,1,4,2,2022/12/4 12:43,2022/12/4 12:42,69416,2022/12/4 13:05,2022/12/4 13:35,2022/12/4 12:51,2022/12/4 12:59,2022/12/4 13:11,0
RI302W,1,4,2,2022/12/4 12:47,2022/12/4 12:42,32199,2022/12/4 13:05,2022/12/4 13:35,2022/12/4 12:56,2022/12/4 13:03,2022/12/4 13:14,0
EM210C,1,4,2,2022/12/4 12:44,2022/12/4 12:42,32887,2022/12/4 13:12,2022/12/4 13:42,2022/12/4 12:49,2022/12/4 12:54,2022/12/4 13:03,0
HF130O,1,4,2,2022/12/4 12:42,2022/12/4 12:42,71282,2022/12/4 13:20,2022/12/4 13:50,2022/12/4 12:43,2022/12/4 13:03,2022/12/4 13:15,1
VW524I,1,4,2,2022/12/4 12:43,2022/12/4 12:43,20768,2022/12/4 13:35,2022/12/4 14:05,2022/12/4 13:16,2022/12/4 13:25,2022/12/4 13:46,0
UT486K,1,3,2,,2022/12/4 12:43,0,2022/12/4 13:26,2022/12/4 13:56,,,,0
AP038F,1,4,2,2022/12/4 12:43,2022/12/4 12:43,27173,2022/12/4 13:26,2022/12/4 13:56,2022/12/4 12:48,2022/12/4 13:01,2022/12/4 13:20,0
AD942O,1,4,2,2022/12/4 12:43,2022/12/4 12:43,62732,2022/12/4 13:26,2022/12/4 13:56,2022/12/4 12:53,2022/12/4 12:57,2022/12/4 13:19,0
IY820L,1,7,2,2022/12/4 12:43,2022/12/4 12:43,57972,2022/12/4 13:31,2022/12/4 14:01,2022/12/4 13:20,2022/12/4 13:25,,0
IH841O,1,4,2,2022/12/4 12:43,2022/12/4 12:43,14673,2022/12/4 13:06,2022/12/4 13:36,2022/12/4 12:49,2022/12/4 13:00,2022/12/4 13:04,0
XE345D,1,4,2,2022/12/4 12:43,2022/12/4 12:43,4743,2022/12/4 13:31,2022/12/4 14:01,2022/12/4 13:13,2022/12/4 13:26,2022/12/4 13:47,0
DN429P,1,4,2,2022/12/4 12:44,2022/12/4 12:43,27895,2022/12/4 13:31,2022/12/4 14:01,2022/12/4 13:04,2022/12/4 13:16,2022/12/4 13:39,0
WO180U,1,4,2,2022/12/4 12:43,2022/12/4 12:43,44468,2022/12/4 13:16,2022/12/4 13:46,2022/12/4 13:25,2022/12/4 13:38,2022/12/4 13:54,0
TL541T,1,4,2,2022/12/4 12:43,2022/12/4 12:43,67189,2022/12/4 13:24,2022/12/4 13:54,2022/12/4 12:58,2022/12/4 13:17,2022/12/4 13:38,0
SR603G,1,4,2,2022/12/4 12:43,2022/12/4 12:43,60894,2022/12/4 13:16,2022/12/4 13:46,2022/12/4 13:01,2022/12/4 13:11,2022/12/4 13:19,0
NV674S,1,4,2,2022/12/4 12:43,2022/12/4 12:43,58213,2022/12/4 13:36,2022/12/4 14:06,2022/12/4 12:52,2022/12/4 12:59,2022/12/4 13:22,0
LZ382M,1,4,2,2022/12/4 12:44,2022/12/4 12:43,50802,2022/12/4 13:11,2022/12/4 13:41,2022/12/4 12:47,2022/12/4 13:06,2022/12/4 13:24,0
UY463P,1,6,2,,2022/12/4 12:43,0,2022/12/4 13:11,2022/12/4 13:41,,,,1
SJ632T,1,6,2,,2022/12/4 12:43,0,2022/12/4 13:21,2022/12/4 13:51,,,,1
WL839C,1,4,2,2022/12/4 12:43,2022/12/4 12:43,20736,2022/12/4 13:11,2022/12/4 13:41,2022/12/4 12:52,2022/12/4 12:56,2022/12/4 13:01,0
NC634W,1,4,2,2022/12/4 12:43,2022/12/4 12:43,53121,2022/12/4 13:26,2022/12/4 13:56,2022/12/4 13:10,2022/12/4 13:17,2022/12/4 13:33,0
KC936H,1,3,2,,2022/12/4 12:43,0,2022/12/4 13:13,2022/12/4 13:43,,,,0
