order_no,time_type,order_state,receive_type,approve_date,created_at,driver_id,delivery_date,latest_delivery_date,accept_date,pickup_date,pass_date,local_area_flag
EA963A,1,4,2,2022/12/4 17:51,2022/12/4 17:50,46282,2022/12/4 18:18,2022/12/4 18:48,2022/12/4 18:25,2022/12/4 18:33,2022/12/4 18:39,0
QL123I,1,4,2,2022/12/4 17:51,2022/12/4 17:50,10502,2022/12/4 18:18,2022/12/4 18:48,2022/12/4 18:01,2022/12/4 18:06,2022/12/4 18:13,0
DI473A,1,4,2,2022/12/4 17:51,2022/12/4 17:51,56171,2022/12/4 18:13,2022/12/4 18:43,2022/12/4 17:55,2022/12/4 18:05,2022/12/4 18:09,0
BT820N,1,4,2,2022/12/4 17:51,2022/12/4 17:51,66895,2022/12/4 18:19,2022/12/4 18:49,2022/12/4 18:32,2022/12/4 18:43,2022/12/4 18:56,0
SD185A,1,4,2,2022/12/4 17:51,2022/12/4 17:51,64493,2022/12/4 18:24,2022/12/4 18:54,2022/12/4 18:05,2022/12/4 18:14,2022/12/4 18:23,0
ZC673U,1,4,2,2022/12/4 17:51,2022/12/4 17:51,34735,2022/12/4 18:19,2022/12/4 18:49,2022/12/4 17:56,2022/12/4 18:01,2022/12/4 18:09,0
YP139D,1,4,2,2022/12/4 18:21,2022/12/4 17:51,52392,2022/12/4 18:24,2022/12/4 18:54,2022/12/4 18:21,2022/12/4 18:35,2022/12/4 18:51,0
AX269W,1,4,2,2022/12/4 17:51,2022/12/4 17:51,27932,2022/12/4 18:19,2022/12/4 18:49,2022/12/4 18:03,2022/12/4 18:20,2022/12/4 18:30,0
CT045N,1,4,2,2022/12/4 17:52,2022/12/4 17:51,28911,2022/12/4 18:19,2022/12/4 18:49,2022/12/4 18:00,2022/12/4 18:08,2022/12/4 18:18,0
JL120F,1,4,2,2022/12/4 17:52,2022/12/4 17:51,21766,2022/12/4 18:29,2022/12/4 18:59,2022/12/4 18:07,2022/12/4 18:15,2022/12/4 18:25,0
IM196I,1,4,2,2022/12/4 17:53,2022/12/4 17:51,70002,2022/12/4 18:19,2022/12/4 18:49,2022/12/4 17:56,2022/12/4 18:05,2022/12/4 18:14,0
LD460T,1,4,2,2022/12/4 17:52,2022/12/4 17:51,3195,2022/12/4 18:27,2022/12/4 18:57,2022/12/4 18:12,2022/12/4 18:16,2022/12/4 18:28,0
LK341L,1,4,2,2022/12/4 17:54,2022/12/4 17:51,37862,2022/12/4 18:50,2022/12/4 19:20,2022/12/4 18:13,2022/12/4 18:20,2022/12/4 18:38,0
UX190P,1,4,2,2022/12/4 17:51,2022/12/4 17:51,37507,2022/12/4 18:29,2022/12/4 18:59,2022/12/4 17:55,2022/12/4 18:09,2022/12/4 18:26,0
BA259Q,1,4,2,2022/12/4 17:55,2022/12/4 17:51,28043,2022/12/4 18:31,2022/12/4 19:01,2022/12/4 18:29,2022/12/4 18:40,2022/12/4 18:47,0
KR739Y,1,4,2,2022/12/4 17:52,2022/12/4 17:51,66857,2022/12/4 18:34,2022/12/4 19:04,2022/12/4 17:59,2022/12/4 18:13,2022/12/4 18:32,0
AI218X,1,4,2,2022/12/4 17:51,2022/12/4 17:51,48967,2022/12/4 18:27,2022/12/4 18:57,2022/12/4 17:59,2022/12/4 18:05,2022/12/4 18:24,0
GW051T,1,4,2,2022/12/4 17:52,2022/12/4 17:51,17770,2022/12/4 18:24,2022/12/4 18:54,2022/12/4 18:09,2022/12/4 18:14,2022/12/4 18:23,0
XY901R,1,4,2,2022/12/4 17:51,2022/12/4 17:51,19172,2022/12/4 18:19,2022/12/4 18:49,2022/12/4 18:10,2022/12/4 18:32,2022/12/4 18:48,0
GE821B,1,4,2,2022/12/4 17:51,2022/12/4 17:51,28801,2022/12/4 18:29,2022/12/4 18:59,2022/12/4 18:12,2022/12/4 18:22,2022/12/4 18:32,0
VN089H,1,91,2,2022/12/4 17:51,2022/12/4 17:51,0,2022/12/4 18:34,2022/12/4 19:04,,,,1
BP761K,1,4,2,2022/12/4 17:56,2022/12/4 17:51,67265,2022/12/4 18:14,2022/12/4 18:44,2022/12/4 17:57,2022/12/4 18:04,2022/12/4 18:12,0
NA503E,1,4,2,2022/12/4 17:51,2022/12/4 17:51,76298,2022/12/4 18:14,2022/12/4 18:44,2022/12/4 18:00,2022/12/4 18:06,2022/12/4 18:12,0
OL539Y,1,4,2,2022/12/4 17:51,2022/12/4 17:51,69978,2022/12/4 18:19,2022/12/4 18:49,2022/12/4 18:15,2022/12/4 18:26,2022/12/4 18:37,0
XQ728T,1,6,2,,2022/12/4 17:51,0,2022/12/4 18:14,2022/12/4 18:44,,,,0
XN843P,1,4,2,2022/12/4 17:53,2022/12/4 17:51,23633,2022/12/4 18:21,2022/12/4 18:51,2022/12/4 18:16,2022/12/4 18:34,2022/12/4 18:46,0
HB957G,1,4,2,2022/12/4 17:51,2022/12/4 17:51,8400,2022/12/4 18:19,2022/12/4 18:49,2022/12/4 18:12,2022/12/4 18:28,2022/12/4 18:39,0
GK451M,1,4,2,2022/12/4 17:52,2022/12/4 17:51,66249,2022/12/4 18:24,2022/12/4 18:54,2022/12/4 18:06,2022/12/4 18:18,2022/12/4 18:24,0
DR531A,1,4,2,2022/12/4 17:52,2022/12/4 17:51,42681,2022/12/4 18:09,2022/12/4 18:39,2022/12/4 17:53,2022/12/4 17:59,2022/12/4 18:05,0
YA625W,1,4,2,2022/12/4 17:52,2022/12/4 17:51,52152,2022/12/4 18:19,2022/12/4 18:49,2022/12/4 17:52,2022/12/4 18:04,2022/12/4 18:14,1
NH857H,1,4,2,2022/12/4 17:52,2022/12/4 17:51,4077,2022/12/4 18:14,2022/12/4 18:44,2022/12/4 18:09,2022/12/4 18:15,2022/12/4 18:22,0
CK850L,1,4,2,2022/12/4 17:53,2022/12/4 17:51,29263,2022/12/4 18:29,2022/12/4 18:59,2022/12/4 18:02,2022/12/4 18:21,2022/12/4 18:48,0
CJ015D,1,4,2,2022/12/4 18:02,2022/12/4 17:51,38659,2022/12/4 18:39,2022/12/4 19:09,2022/12/4 18:03,2022/12/4 18:13,2022/12/4 18:23,0
IM953W,1,4,2,2022/12/4 17:52,2022/12/4 17:51,3996,2022/12/4 18:44,2022/12/4 19:14,2022/12/4 18:16,2022/12/4 18:27,2022/12/4 18:42,0
BE973G,1,4,2,2022/12/4 17:52,2022/12/4 17:51,16327,2022/12/4 18:29,2022/12/4 18:59,2022/12/4 17:56,2022/12/4 18:08,2022/12/4 18:23,0
DL543P,1,4,2,2022/12/4 17:51,2022/12/4 17:51,15632,2022/12/4 18:29,2022/12/4 18:59,2022/12/4 18:06,2022/12/4 18:16,2022/12/4 18:37,0
BW275T,1,4,2,2022/12/4 17:53,2022/12/4 17:51,37525,2022/12/4 18:39,2022/12/4 19:09,2022/12/4 17:57,2022/12/4 18:07,2022/12/4 18:33,0
IP589D,1,4,2,2022/12/4 18:00,2022/12/4 17:51,359,2022/12/4 18:44,2022/12/4 19:14,2022/12/4 18:02,2022/12/4 18:11,2022/12/4 18:21,0
EH140V,1,6,2,,2022/12/4 17:51,0,2022/12/4 18:26,2022/12/4 18:56,,,,0
RB146U,1,4,2,2022/12/4 17:52,2022/12/4 17:52,16841,2022/12/4 18:38,2022/12/4 19:08,2022/12/4 18:08,2022/12/4 18:26,2022/12/4 18:49,0
HY680Z,1,4,2,2022/12/4 17:52,2022/12/4 17:52,21360,2022/12/4 18:29,2022/12/4 18:59,2022/12/4 18:08,2022/12/4 18:19,2022/12/4 18:26,0
HJ073V,1,4,2,2022/12/4 17:52,2022/12/4 17:52,24795,2022/12/4 19:10,2022/12/4 19:40,2022/12/4 18:22,2022/12/4 18:54,2022/12/4 19:40,0
BV407K,1,4,2,2022/12/4 17:52,2022/12/4 17:52,6505,2022/12/4 18:53,2022/12/4 19:23,2022/12/4 18:31,2022/12/4 18:42,2022/12/4 18:50,0
DC329B,1,4,2,2022/12/4 17:52,2022/12/4 17:52,28308,2022/12/4 18:30,2022/12/4 19:00,2022/12/4 18:12,2022/12/4 18:31,2022/12/4 18:46,0
UD368A,1,4,2,2022/12/4 17:52,2022/12/4 17:52,54411,2022/12/4 18:30,2022/12/4 19:00,2022/12/4 18:08,2022/12/4 18:15,2022/12/4 18:27,0
YK586Z,1,4,2,2022/12/4 17:52,2022/12/4 17:52,12848,2022/12/4 18:15,2022/12/4 18:45,2022/12/4 17:56,2022/12/4 18:00,2022/12/4 18:05,0
LF019C,1,4,2,2022/12/4 17:53,2022/12/4 17:52,31028,2022/12/4 18:30,2022/12/4 19:00,2022/12/4 17:53,2022/12/4 18:03,2022/12/4 18:17,1
AG140K,2,4,1,2022/12/4 17:52,2022/12/4 17:52,,,,,,,0
MU049A,1,4,2,2022/12/4 17:52,2022/12/4 17:52,54788,2022/12/4 18:30,2022/12/4 19:00,2022/12/4 17:52,2022/12/4 18:11,2022/12/4 18:21,1
LW723I,1,4,2,2022/12/4 17:52,2022/12/4 17:52,20185,2022/12/4 18:40,2022/12/4 19:10,2022/12/4 17:56,2022/12/4 18:06,2022/12/4 18:28,0
XE097H,1,4,2,2022/12/4 17:54,2022/12/4 17:52,53491,2022/12/4 18:30,2022/12/4 19:00,2022/12/4 17:56,2022/12/4 18:06,2022/12/4 18:24,0
UC950A,1,4,1,2022/12/4 17:53,2022/12/4 17:52,,,,,,,0
MF035K,1,91,2,2022/12/4 17:52,2022/12/4 17:52,0,2022/12/4 18:20,2022/12/4 18:50,,,,1
TF648U,1,4,2,2022/12/4 17:52,2022/12/4 17:52,15485,2022/12/4 18:20,2022/12/4 18:50,2022/12/4 18:01,2022/12/4 18:09,2022/12/4 18:17,0
AS398R,1,6,2,,2022/12/4 17:52,0,2022/12/4 18:34,2022/12/4 19:04,,,,1
BC504G,1,4,2,2022/12/4 17:52,2022/12/4 17:52,19610,2022/12/4 18:30,2022/12/4 19:00,2022/12/4 18:03,2022/12/4 18:14,2022/12/4 18:26,0
GF470T,1,4,2,2022/12/4 17:52,2022/12/4 17:52,60840,2022/12/4 18:30,2022/12/4 19:00,2022/12/4 17:55,2022/12/4 18:09,2022/12/4 18:20,0
IB281G,1,91,2,2022/12/4 17:52,2022/12/4 17:52,0,2022/12/4 18:20,2022/12/4 18:50,,,,1
KJ460Q,1,4,2,2022/12/4 17:53,2022/12/4 17:52,4387,2022/12/4 18:07,2022/12/4 18:37,2022/12/4 18:07,2022/12/4 18:17,2022/12/4 18:24,0
XV872O,1,4,2,2022/12/4 17:55,2022/12/4 17:52,51637,2022/12/4 18:20,2022/12/4 18:50,2022/12/4 17:59,2022/12/4 18:12,2022/12/4 18:21,0
EY069E,1,4,2,2022/12/4 17:52,2022/12/4 17:52,34717,2022/12/4 18:28,2022/12/4 18:58,2022/12/4 18:04,2022/12/4 18:11,2022/12/4 18:23,0
TD629W,1,4,2,2022/12/4 17:53,2022/12/4 17:52,44490,2022/12/4 18:30,2022/12/4 19:00,2022/12/4 17:54,2022/12/4 18:02,2022/12/4 18:17,0
ML486I,1,4,2,2022/12/4 17:52,2022/12/4 17:52,18590,2022/12/4 18:15,2022/12/4 18:45,2022/12/4 18:00,2022/12/4 18:06,2022/12/4 18:13,0
MX416H,1,4,2,2022/12/4 17:52,2022/12/4 17:52,26677,2022/12/4 18:40,2022/12/4 19:10,2022/12/4 18:02,2022/12/4 18:15,2022/12/4 18:30,0
MQ035H,1,4,2,2022/12/4 17:52,2022/12/4 17:52,61167,2022/12/4 18:25,2022/12/4 18:55,2022/12/4 18:11,2022/12/4 18:21,2022/12/4 18:30,0
QS643C,1,4,2,2022/12/4 17:55,2022/12/4 17:52,34640,2022/12/4 18:25,2022/12/4 18:55,2022/12/4 17:59,2022/12/4 18:14,2022/12/4 18:28,0
CP374O,1,4,2,2022/12/4 17:53,2022/12/4 17:52,53106,2022/12/4 18:43,2022/12/4 19:13,2022/12/4 17:53,2022/12/4 18:35,2022/12/4 18:44,1
BY246F,1,4,2,2022/12/4 17:55,2022/12/4 17:52,19503,2022/12/4 18:25,2022/12/4 18:55,2022/12/4 17:55,2022/12/4 18:03,2022/12/4 18:18,0
AN459B,1,4,2,2022/12/4 17:52,2022/12/4 17:52,75704,2022/12/4 18:25,2022/12/4 18:55,2022/12/4 17:53,2022/12/4 18:10,2022/12/4 18:19,1
FX481J,1,91,2,2022/12/4 17:53,2022/12/4 17:52,0,2022/12/4 18:15,2022/12/4 18:45,,,,1
QI780R,1,4,2,2022/12/4 17:55,2022/12/4 17:52,65632,2022/12/4 18:15,2022/12/4 18:45,2022/12/4 18:09,2022/12/4 18:20,2022/12/4 18:25,0
LG401S,1,4,2,2022/12/4 17:53,2022/12/4 17:52,35567,2022/12/4 18:27,2022/12/4 18:57,2022/12/4 18:01,2022/12/4 18:14,2022/12/4 18:26,0
PZ189B,1,4,2,2022/12/4 17:52,2022/12/4 17:52,38781,2022/12/4 18:25,2022/12/4 18:55,2022/12/4 18:27,2022/12/4 18:30,2022/12/4 18:39,0
IB860X,1,4,2,2022/12/4 17:54,2022/12/4 17:52,52608,2022/12/4 18:38,2022/12/4 19:08,2022/12/4 18:02,2022/12/4 18:12,2022/12/4 18:35,0
UW617C,1,4,2,2022/12/4 17:53,2022/12/4 17:52,23699,2022/12/4 18:29,2022/12/4 18:59,2022/12/4 18:14,2022/12/4 18:34,2022/12/4 18:44,0
MJ417M,1,4,2,2022/12/4 17:53,2022/12/4 17:52,51762,2022/12/4 18:25,2022/12/4 18:55,2022/12/4 18:06,2022/12/4 18:16,2022/12/4 18:31,0
KB639X,1,4,2,2022/12/4 17:53,2022/12/4 17:53,54948,2022/12/4 18:20,2022/12/4 18:50,2022/12/4 18:11,2022/12/4 18:18,2022/12/4 18:27,0
PK728K,1,4,2,2022/12/4 17:53,2022/12/4 17:53,65032,2022/12/4 18:38,2022/12/4 19:08,2022/12/4 18:07,2022/12/4 18:20,2022/12/4 18:37,0
HS201X,1,4,2,2022/12/4 17:53,2022/12/4 17:53,52254,2022/12/4 18:58,2022/12/4 19:28,2022/12/4 18:39,2022/12/4 18:42,2022/12/4 18:55,0
WN590V,1,4,2,2022/12/4 17:53,2022/12/4 17:53,56590,2022/12/4 18:33,2022/12/4 19:03,2022/12/4 18:00,2022/12/4 18:13,2022/12/4 18:30,0
ZQ078F,1,4,2,2022/12/4 17:53,2022/12/4 17:53,20768,2022/12/4 18:31,2022/12/4 19:01,2022/12/4 18:10,2022/12/4 18:15,2022/12/4 18:26,0
AT573Y,1,6,2,,2022/12/4 17:53,0,2022/12/4 18:46,2022/12/4 19:16,,,,0
XR918S,1,4,2,2022/12/4 17:53,2022/12/4 17:53,13407,2022/12/4 18:31,2022/12/4 19:01,2022/12/4 18:06,2022/12/4 18:13,2022/12/4 18:25,0
KG894I,1,4,2,2022/12/4 17:53,2022/12/4 17:53,70417,2022/12/4 18:26,2022/12/4 18:56,2022/12/4 18:12,2022/12/4 18:24,2022/12/4 18:32,0
MB102P,1,91,2,2022/12/4 17:54,2022/12/4 17:53,0,2022/12/4 18:26,2022/12/4 18:56,,,,1
ID271L,1,4,2,2022/12/4 17:53,2022/12/4 17:53,30227,2022/12/4 18:21,2022/12/4 18:51,2022/12/4 17:55,2022/12/4 18:04,2022/12/4 18:16,0
FR752R,1,4,2,2022/12/4 17:54,2022/12/4 17:53,33083,2022/12/4 18:16,2022/12/4 18:46,2022/12/4 17:54,2022/12/4 18:12,2022/12/4 18:23,1
LT974M,1,6,2,,2022/12/4 17:53,0,2022/12/4 18:51,2022/12/4 19:21,,,,0
VK140H,1,4,2,2022/12/4 17:53,2022/12/4 17:53,59926,2022/12/4 18:16,2022/12/4 18:46,2022/12/4 18:19,2022/12/4 18:31,2022/12/4 18:42,0
MJ215Z,1,6,2,,2022/12/4 17:53,0,2022/12/4 18:21,2022/12/4 18:51,,,,0
BD597T,1,4,2,2022/12/4 17:53,2022/12/4 17:53,26091,2022/12/4 18:36,2022/12/4 19:06,2022/12/4 18:15,2022/12/4 18:26,2022/12/4 18:37,0
MQ463U,1,91,2,2022/12/4 17:53,2022/12/4 17:53,0,2022/12/4 18:41,2022/12/4 19:11,,,,1
BQ809I,1,3,2,,2022/12/4 17:53,0,2022/12/4 18:31,2022/12/4 19:01,,,,0
GT895G,1,4,2,2022/12/4 17:54,2022/12/4 17:53,22405,2022/12/4 18:55,2022/12/4 19:25,2022/12/4 18:38,2022/12/4 18:47,2022/12/4 18:55,0
XF091M,1,4,2,2022/12/4 17:54,2022/12/4 17:53,48268,2022/12/4 18:18,2022/12/4 18:48,2022/12/4 18:01,2022/12/4 18:15,2022/12/4 18:23,0
WM034J,1,91,2,2022/12/4 17:53,2022/12/4 17:53,0,2022/12/4 18:25,2022/12/4 18:55,,,,1
YB257H,1,4,2,2022/12/4 17:53,2022/12/4 17:53,3560,2022/12/4 18:29,2022/12/4 18:59,2022/12/4 18:12,2022/12/4 18:28,2022/12/4 18:35,0
LK874O,1,91,2,2022/12/4 17:55,2022/12/4 17:53,0,2022/12/4 18:21,2022/12/4 18:51,,,,1
WA598D,1,4,2,2022/12/4 17:55,2022/12/4 17:53,71294,2022/12/4 18:21,2022/12/4 18:51,2022/12/4 18:10,2022/12/4 18:19,2022/12/4 18:29,0
KI378J,1,4,2,2022/12/4 17:56,2022/12/4 17:53,31835,2022/12/4 18:31,2022/12/4 19:01,2022/12/4 17:59,2022/12/4 18:23,2022/12/4 18:37,1
LA786P,1,4,2,2022/12/4 17:54,2022/12/4 17:53,40664,2022/12/4 18:26,2022/12/4 18:56,2022/12/4 18:07,2022/12/4 18:22,2022/12/4 18:27,0
NV365R,1,4,2,2022/12/4 17:53,2022/12/4 17:53,8701,2022/12/4 18:47,2022/12/4 19:17,2022/12/4 18:16,2022/12/4 18:21,2022/12/4 18:33,0
VS643E,1,4,2,2022/12/4 17:54,2022/12/4 17:53,59205,2022/12/4 18:21,2022/12/4 18:51,2022/12/4 18:05,2022/12/4 18:20,2022/12/4 18:29,0
SD276T,1,3,2,,2022/12/4 17:53,0,2022/12/4 18:26,2022/12/4 18:56,,,,0
TN689S,1,4,2,2022/12/4 17:54,2022/12/4 17:53,36659,2022/12/4 18:31,2022/12/4 19:01,2022/12/4 18:02,2022/12/4 18:19,2022/12/4 18:33,0
KR907G,1,4,2,2022/12/4 17:54,2022/12/4 17:53,41919,2022/12/4 18:36,2022/12/4 19:06,2022/12/4 18:13,2022/12/4 18:20,2022/12/4 18:29,0
MS862S,1,4,2,2022/12/4 17:54,2022/12/4 17:53,20368,2022/12/4 18:31,2022/12/4 19:01,2022/12/4 18:10,2022/12/4 18:16,2022/12/4 18:30,0
KY724Q,1,4,2,2022/12/4 17:55,2022/12/4 17:53,59221,2022/12/4 18:11,2022/12/4 18:41,2022/12/4 18:01,2022/12/4 18:12,2022/12/4 18:22,0
MR689A,1,4,2,2022/12/4 17:54,2022/12/4 17:54,70145,2022/12/4 18:32,2022/12/4 19:02,2022/12/4 18:29,2022/12/4 18:36,2022/12/4 18:48,0
XQ610C,1,4,2,2022/12/4 17:54,2022/12/4 17:54,3843,2022/12/4 18:20,2022/12/4 18:50,2022/12/4 18:01,2022/12/4 18:07,2022/12/4 18:12,0
TQ412R,1,4,2,2022/12/4 17:54,2022/12/4 17:54,35795,2022/12/4 18:27,2022/12/4 18:57,2022/12/4 17:54,2022/12/4 17:57,2022/12/4 18:17,0
BM034V,1,4,2,2022/12/4 17:54,2022/12/4 17:54,35795,2022/12/4 18:27,2022/12/4 18:57,2022/12/4 17:54,2022/12/4 18:06,2022/12/4 18:17,0
HO967M,1,4,2,2022/12/4 17:54,2022/12/4 17:54,76710,2022/12/4 18:27,2022/12/4 18:57,2022/12/4 18:11,2022/12/4 18:25,2022/12/4 18:33,0
YL496P,1,4,2,2022/12/4 17:54,2022/12/4 17:54,25957,2022/12/4 18:27,2022/12/4 18:57,2022/12/4 18:15,2022/12/4 18:32,2022/12/4 18:40,0
CB103D,1,4,2,2022/12/4 18:00,2022/12/4 17:54,17995,2022/12/4 18:17,2022/12/4 18:47,2022/12/4 18:01,2022/12/4 18:04,2022/12/4 18:10,0
YU798D,1,4,2,2022/12/4 17:55,2022/12/4 17:54,60156,2022/12/4 18:32,2022/12/4 19:02,2022/12/4 18:11,2022/12/4 18:19,2022/12/4 18:26,0
NB357K,1,4,2,2022/12/4 17:54,2022/12/4 17:54,57289,2022/12/4 18:35,2022/12/4 19:05,2022/12/4 18:13,2022/12/4 18:25,2022/12/4 18:42,0
NL297E,1,4,2,2022/12/4 17:54,2022/12/4 17:54,35953,2022/12/4 18:37,2022/12/4 19:07,2022/12/4 18:12,2022/12/4 18:28,2022/12/4 18:35,0
LY409P,1,4,1,2022/12/4 17:54,2022/12/4 17:54,,,,,,,0
LH952X,1,4,2,2022/12/4 17:54,2022/12/4 17:54,3405,2022/12/4 18:32,2022/12/4 19:02,2022/12/4 18:02,2022/12/4 18:14,2022/12/4 18:26,0
BS768D,1,4,2,2022/12/4 17:54,2022/12/4 17:54,5152,2022/12/4 18:27,2022/12/4 18:57,2022/12/4 17:59,2022/12/4 18:05,2022/12/4 18:26,0
FR369F,1,4,2,2022/12/4 18:06,2022/12/4 17:54,68081,2022/12/4 18:47,2022/12/4 19:17,2022/12/4 18:09,2022/12/4 18:25,2022/12/4 18:43,0
HL951M,1,4,2,2022/12/4 17:54,2022/12/4 17:54,38598,2022/12/4 18:27,2022/12/4 18:57,2022/12/4 18:17,2022/12/4 18:27,2022/12/4 18:36,0
VB431C,1,6,2,,2022/12/4 17:54,0,2022/12/4 18:32,2022/12/4 19:02,,,,1
ST461V,1,4,2,2022/12/4 17:55,2022/12/4 17:54,25834,2022/12/4 18:27,2022/12/4 18:57,2022/12/4 17:58,2022/12/4 18:14,2022/12/4 18:23,0
WJ902E,1,4,2,2022/12/4 17:55,2022/12/4 17:54,23733,2022/12/4 18:27,2022/12/4 18:57,2022/12/4 18:16,2022/12/4 18:31,2022/12/4 18:46,0
OE864H,1,4,2,2022/12/4 17:54,2022/12/4 17:54,4154,2022/12/4 18:17,2022/12/4 18:47,2022/12/4 18:00,2022/12/4 18:10,2022/12/4 18:16,0
HE763I,1,3,2,,2022/12/4 17:54,0,2022/12/4 18:27,2022/12/4 18:57,,,,0
IR610C,1,4,2,2022/12/4 17:55,2022/12/4 17:54,73440,2022/12/4 18:27,2022/12/4 18:57,2022/12/4 18:08,2022/12/4 18:14,2022/12/4 18:27,0
QK671A,1,6,2,,2022/12/4 17:54,0,2022/12/4 18:27,2022/12/4 18:57,,,,1
VX018X,1,4,2,2022/12/4 17:55,2022/12/4 17:54,25349,2022/12/4 18:22,2022/12/4 18:52,2022/12/4 18:13,2022/12/4 18:26,2022/12/4 18:36,0
AZ195L,1,4,2,2022/12/4 17:55,2022/12/4 17:54,51389,2022/12/4 18:32,2022/12/4 19:02,2022/12/4 18:05,2022/12/4 18:16,2022/12/4 18:29,0
SN049R,1,4,2,2022/12/4 17:55,2022/12/4 17:54,12342,2022/12/4 18:22,2022/12/4 18:52,2022/12/4 17:56,2022/12/4 18:11,2022/12/4 18:22,1
XU679A,1,4,2,2022/12/4 17:54,2022/12/4 17:54,5829,2022/12/4 18:27,2022/12/4 18:57,2022/12/4 18:07,2022/12/4 18:16,2022/12/4 18:30,0
DW167E,1,4,2,2022/12/4 17:55,2022/12/4 17:54,65031,2022/12/4 18:22,2022/12/4 18:52,2022/12/4 18:20,2022/12/4 18:34,2022/12/4 18:40,0
VG235R,1,91,2,2022/12/4 17:55,2022/12/4 17:54,0,2022/12/4 18:37,2022/12/4 19:07,,,,1
QM437F,1,4,2,2022/12/4 17:55,2022/12/4 17:54,3261,2022/12/4 18:57,2022/12/4 19:27,2022/12/4 18:12,2022/12/4 18:27,2022/12/4 18:40,0
LI935W,1,4,2,2022/12/4 17:56,2022/12/4 17:54,27924,2022/12/4 18:22,2022/12/4 18:52,2022/12/4 17:58,2022/12/4 18:04,2022/12/4 18:21,0
TV704G,1,91,2,2022/12/4 17:58,2022/12/4 17:54,0,2022/12/4 18:35,2022/12/4 19:05,,,,1
TZ670A,1,4,2,2022/12/4 17:58,2022/12/4 17:55,56995,2022/12/4 18:28,2022/12/4 18:58,2022/12/4 18:00,2022/12/4 18:09,2022/12/4 18:18,0
BR635U,1,4,2,2022/12/4 17:55,2022/12/4 17:55,1204,2022/12/4 18:43,2022/12/4 19:13,2022/12/4 18:13,2022/12/4 18:21,2022/12/4 18:36,0
FT862O,1,4,2,2022/12/4 17:56,2022/12/4 17:55,21648,2022/12/4 18:33,2022/12/4 19:03,2022/12/4 18:07,2022/12/4 18:10,2022/12/4 18:18,0
PD586H,1,4,2,2022/12/4 17:55,2022/12/4 17:55,74064,2022/12/4 18:20,2022/12/4 18:50,2022/12/4 17:58,2022/12/4 18:05,2022/12/4 18:19,0
QI785W,1,4,2,2022/12/4 17:55,2022/12/4 17:55,39386,2022/12/4 18:33,2022/12/4 19:03,2022/12/4 18:05,2022/12/4 18:16,2022/12/4 18:30,0
MF841N,1,91,2,2022/12/4 17:57,2022/12/4 17:55,0,2022/12/4 18:23,2022/12/4 18:53,,,,1
WI174R,1,4,2,2022/12/4 17:56,2022/12/4 17:55,45540,2022/12/4 18:38,2022/12/4 19:08,2022/12/4 18:10,2022/12/4 18:14,2022/12/4 18:26,0
XO256Y,1,4,2,2022/12/4 17:55,2022/12/4 17:55,35696,2022/12/4 18:30,2022/12/4 19:00,2022/12/4 18:11,2022/12/4 18:19,2022/12/4 18:31,0
WT987M,1,4,2,2022/12/4 17:55,2022/12/4 17:55,9996,2022/12/4 18:38,2022/12/4 19:08,2022/12/4 18:00,2022/12/4 18:33,2022/12/4 19:02,0
VK681S,1,4,2,2022/12/4 17:55,2022/12/4 17:55,39313,2022/12/4 18:18,2022/12/4 18:48,2022/12/4 18:01,2022/12/4 18:08,2022/12/4 18:15,0
UN254A,1,4,2,2022/12/4 17:56,2022/12/4 17:55,21075,2022/12/4 18:33,2022/12/4 19:03,2022/12/4 18:11,2022/12/4 18:18,2022/12/4 18:34,0
NJ169M,1,6,2,,2022/12/4 17:55,0,2022/12/4 18:48,2022/12/4 19:18,,,,0
JS810F,1,4,2,2022/12/4 17:55,2022/12/4 17:55,66732,2022/12/4 18:48,2022/12/4 19:18,2022/12/4 18:17,2022/12/4 18:27,2022/12/4 18:50,0
CO371H,1,91,2,2022/12/4 17:55,2022/12/4 17:55,0,2022/12/4 18:33,2022/12/4 19:03,,,,1
WU107T,1,4,2,2022/12/4 17:55,2022/12/4 17:55,22405,2022/12/4 18:33,2022/12/4 19:03,2022/12/4 18:08,2022/12/4 18:24,2022/12/4 18:38,0
HQ794V,1,91,2,2022/12/4 17:55,2022/12/4 17:55,0,2022/12/4 18:28,2022/12/4 18:58,,,,1
RJ150G,1,4,2,2022/12/4 18:11,2022/12/4 17:55,26871,2022/12/4 19:03,2022/12/4 19:33,2022/12/4 18:24,2022/12/4 18:34,2022/12/4 18:59,0
WO721C,1,4,2,2022/12/4 17:55,2022/12/4 17:55,1951,2022/12/4 18:28,2022/12/4 18:58,2022/12/4 18:05,2022/12/4 18:14,2022/12/4 18:22,0
HT715B,1,4,2,2022/12/4 17:56,2022/12/4 17:55,76739,2022/12/4 18:23,2022/12/4 18:53,2022/12/4 18:00,2022/12/4 18:11,2022/12/4 18:21,0
ZM403G,1,4,2,2022/12/4 17:56,2022/12/4 17:55,27097,2022/12/4 18:43,2022/12/4 19:13,2022/12/4 18:10,2022/12/4 18:20,2022/12/4 18:38,0
OG981I,1,4,2,2022/12/4 17:55,2022/12/4 17:55,10415,2022/12/4 18:21,2022/12/4 18:51,2022/12/4 18:05,2022/12/4 18:19,2022/12/4 18:25,0
